uniqueID,Higher.Taxa,Taxa,Detailed.Taxa,Genus,Species,Functional.Group,siteID,year,replicate,grazing.compare,grazing.reduced,last.grazed,yr.grazed,grazing.estimate,grazing.value,Status,Estimate,estimate.simplified,Stat,Value
2004,Plant,Plants,,,,Producer,borders,1991,50,heavily grazed,high,,NA,,,,vegetation height,abundance,mean,23.5
2004,Plant,Plants,,,,Producer,borders,1991,50,heavily grazed,high,,NA,,,,vegetation height,abundance,se,3.5
2004,Plant,Plants,,,,Producer,central perth,1991,50,lightly grazed,low,,NA,,,,vegetation height,abundance,mean,28.5
2004,Plant,Plants,,,,Producer,central perth,1991,50,heavily grazed,high,,NA,,,,vegetation height,abundance,se,2.5
2004,Plant,Plants,,,,Producer,central perth,1991,50,heavily grazed,high,,NA,,,,vegetation height,abundance,mean,17.8
2004,Plant,Plants,,,,Producer,central perth,1991,50,lightly grazed,low,,NA,,,,vegetation height,abundance,se,1.5
2004,Plant,Plants,,,,Producer,north perth,1991,50,lightly grazed,low,,NA,,,,vegetation height,abundance,mean,34.3
2004,Plant,Plants,,,,Producer,north perth,1991,50,heavily grazed,high,,NA,,,,vegetation height,abundance,se,2.3
2004,Plant,Plants,,,,Producer,north perth,1991,50,lightly grazed,low,,NA,,,,vegetation height,abundance,se,1.8
2004,Plant,Plants,,,,Producer,north perth,1991,50,heavily grazed,high,,NA,,,,vegetation height,abundance,mean,19.5
2004,Plant,Plants,,,,Producer,pennines,1991,50,heavily grazed,high,,NA,,,,vegetation height,abundance,mean,15
2004,Plant,Plants,,,,Producer,pennines,1991,50,lightly grazed,low,,NA,,,,vegetation height,abundance,mean,16.5
2004,Plant,Plants,,,,Producer,pennines,1991,50,lightly grazed,low,,NA,,,,vegetation height,abundance,se,0.5
2004,Plant,Plants,,,,Producer,pennines,1991,50,heavily grazed,high,,NA,,,,vegetation height,abundance,se,1.3
2004,Plant,Plants,,,,Producer,speyside,1991,50,heavily grazed,high,,NA,,,,vegetation height,abundance,mean,14.3
2004,Plant,Plants,,,,Producer,speyside,1991,50,lightly grazed,low,,NA,,,,vegetation height,abundance,mean,25
2004,Plant,Plants,,,,Producer,speyside,1991,50,heavily grazed,high,,NA,,,,vegetation height,abundance,se,0.5
2004,Plant,Plants,,,,Producer,speyside,1991,50,lightly grazed,low,,NA,,,,vegetation height,abundance,se,2
2060,Plant,Plants,,,,Producer,H to M,1993-1997,9,high to moderate,medium,0,0,vegetation height,<15 cm,,grass height,abundance,mean,0.85
2060,Plant,Plants,,,,Producer,H to M,1993-1997,9,high to moderate,medium,0,0,vegetation height,<15 cm,,grass height,abundance,se,0.04
2060,Plant,Plants,,,,Producer,L to M,1993-1997,13,low to moderate,low to moderate,0,0,vegetation height,<15 cm,,grass height,abundance,mean,0.14
2060,Plant,Plants,,,,Producer,L to M,1993-1997,13,low to moderate,low to moderate,0,0,vegetation height,<15 cm,,grass height,abundance,se,0.04
2060,Plant,Plants,,,,Producer,M to H,1993-1997,10,moderate to high,moderate to high,0,0,vegetation height,<15 cm,,grass height,abundance,mean,0.56
2060,Plant,Plants,,,,Producer,M to H,1993-1997,10,moderate to high,moderate to high,0,0,vegetation height,<15 cm,,grass height,abundance,se,0.06
2060,Plant,Plants,,,,Producer,M to L,1993-1997,7,moderate to low,moderate to low,0,0,vegetation height,<15 cm,,grass height,abundance,se,0.07
2060,Plant,Plants,,,,Producer,M to L,1993-1997,7,moderate to low,moderate to low,0,0,vegetation height,<15 cm,,grass height,abundance,mean,0.52
2060,Plant,Plants,,,,Producer,NC,1993-1997,21,no change,no change,0,0,vegetation height,<15 cm,,grass height,abundance,se,0.09
2060,Plant,Plants,,,,Producer,NC,1993-1997,21,no change,no change,0,0,vegetation height,<15 cm,,grass height,abundance,mean,0.47
2073,Plant,Plants,,,,Producer,,2003,7,continuous,continuous,,NA,grazing pressure per ha,300 kg,,flower abundance,fitness,se,61.39
2073,Plant,Plants,,,,Producer,,2003,7,continuous,continuous,,NA,grazing pressure per ha,300 kg,,flower abundance,fitness,mean,303.18
2073,Plant,Plants,,,,Producer,,2003,7,late,late,,NA,grazing pressure per ha,300 kg,,flower abundance,fitness,se,61.39
2073,Plant,Plants,,,,Producer,,2003,7,late,late,,NA,grazing pressure per ha,300 kg,,flower abundance,fitness,mean,528.34
2073,Plant,Plants,,,,Producer,,2003,7,continuous,continuous,,NA,grazing pressure per ha,300 kg,,richness,diversity,se,1.51
2073,Plant,Plants,,,,Producer,,2003,7,late,late,,NA,grazing pressure per ha,300 kg,,richness,diversity,mean,15.61
2073,Plant,Plants,,,,Producer,,2003,7,late,late,,NA,grazing pressure per ha,300 kg,,richness,diversity,se,1.51
2073,Plant,Plants,,,,Producer,,2003,7,continuous,continuous,,NA,grazing pressure per ha,300 kg,,richness,diversity,mean,13.85
2073,Plant,Plants,,,,Producer,,2003,7,continuous,continuous,,NA,grazing pressure per ha,300 kg,,vegetation height,abundance,mean,4.92
2073,Plant,Plants,,,,Producer,,2003,7,late,late,,NA,grazing pressure per ha,300 kg,,vegetation height,abundance,se,1.32
2073,Plant,Plants,,,,Producer,,2003,7,continuous,continuous,,NA,grazing pressure per ha,300 kg,,vegetation height,abundance,se,1.32
2073,Plant,Plants,,,,Producer,,2003,7,late,late,,NA,grazing pressure per ha,300 kg,,vegetation height,abundance,mean,11.19
2076,Plant,Plants,,,,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,number flowers,fitness,count,3028
2076,Plant,Plants,,,,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,number flowers,fitness,count,7903
2076,Plant,Plants,,,,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,number flowers,fitness,count,1739
2076,Plant,Plants,,,,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,richness,diversity,count,22
2076,Plant,Plants,,,,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,richness,diversity,count,16
2076,Plant,Plants,,,,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,richness,diversity,count,12
2076,Plant,Plants,,Adenophora,stenthi,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Adenophora,stenthi,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,11
2076,Plant,Plants,,Adenophora,stenthi,Producer,August,2005,9,light,low,,NA,standard sheep unit,185,,abundance,abundance,count,65
2076,Plant,Plants,,Allium,anisopodium,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,944
2076,Plant,Plants,,Allium,anisopodium,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,14
2076,Plant,Plants,,Allium,anisopodium,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,396
2076,Plant,Plants,,Allium,odorum,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,36
2076,Plant,Plants,,Allium,odorum,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Allium,odorum,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,59
2076,Plant,Plants,,Allium,senescens,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,314
2076,Plant,Plants,,Allium,senescens,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,9
2076,Plant,Plants,,Allium,senescens,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Amaranthaceae,sp.,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Amaranthaceae,sp.,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Amaranthaceae,sp.,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Asparagus,dahuricus,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,1
2076,Plant,Plants,,Asparagus,dahuricus,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,3
2076,Plant,Plants,,Asparagus,dahuricus,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Astragalus,sp.,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Astragalus,sp.,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Astragalus,sp.,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,2
2076,Plant,Plants,,Bupleurum,bicaule,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,706
2076,Plant,Plants,,Bupleurum,bicaule,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,2
2076,Plant,Plants,,Bupleurum,bicaule,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,5197
2076,Plant,Plants,,Caraga,leucophylla,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Caraga,leucophylla,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Caraga,leucophylla,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Caraga,microphylla,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Caraga,microphylla,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Caraga,microphylla,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,118
2076,Plant,Plants,,Clematis,hexapetala,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Clematis,hexapetala,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Clematis,hexapetala,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,4
2076,Plant,Plants,,Convolvulus,ammanii,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Convolvulus,ammanii,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Convolvulus,ammanii,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Cymbaria,dahurica,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Cymbaria,dahurica,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Cymbaria,dahurica,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Ephedra,monosperma,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Ephedra,monosperma,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Ephedra,monosperma,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Euphorbia,discolor,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Euphorbia,discolor,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Euphorbia,discolor,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Filifolium,sibiricum,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Filifolium,sibiricum,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Filifolium,sibiricum,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Galium,verum,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,31
2076,Plant,Plants,,Galium,verum,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,6
2076,Plant,Plants,,Galium,verum,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Geranium,pseudosibiricum,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,45
2076,Plant,Plants,,Geranium,pseudosibiricum,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Geranium,pseudosibiricum,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Gypsophylla,sp.,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,106
2076,Plant,Plants,,Gypsophylla,sp.,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Gypsophylla,sp.,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,39
2076,Plant,Plants,,Haplophyllum,sp.,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,20
2076,Plant,Plants,,Haplophyllum,sp.,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,6
2076,Plant,Plants,,Haplophyllum,sp.,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,36
2076,Plant,Plants,,Heteropappus,hispidus,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,1368
2076,Plant,Plants,,Heteropappus,hispidus,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,130
2076,Plant,Plants,,Heteropappus,hispidus,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,87
2076,Plant,Plants,,Ixeris,sp.,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,1
2076,Plant,Plants,,Ixeris,sp.,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,5
2076,Plant,Plants,,Ixeris,sp.,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Leontopodium,ochroleucum,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Leontopodium,ochroleucum,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Leontopodium,ochroleucum,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Lithospermum,sp.,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Lithospermum,sp.,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Lithospermum,sp.,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Medicago,sp.,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,1
2076,Plant,Plants,,Medicago,sp.,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,3
2076,Plant,Plants,,Medicago,sp.,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,18
2076,Plant,Plants,,Myosotis,caespitosa,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Myosotis,caespitosa,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Myosotis,caespitosa,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Oxytropis,sp.,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Oxytropis,sp.,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Oxytropis,sp.,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Polygonum,divaricatum,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,113
2076,Plant,Plants,,Polygonum,divaricatum,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,109
2076,Plant,Plants,,Polygonum,divaricatum,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Potentilla,bifurca,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Potentilla,bifurca,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Potentilla,bifurca,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Potentilla,tacetifolia,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Potentilla,tacetifolia,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,1
2076,Plant,Plants,,Potentilla,tacetifolia,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Ptilotrichum,tenuifolium,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Ptilotrichum,tenuifolium,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,13
2076,Plant,Plants,,Ptilotrichum,tenuifolium,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Saussurea,salicifolia,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,15
2076,Plant,Plants,,Saussurea,salicifolia,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,1575
2076,Plant,Plants,,Saussurea,salicifolia,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,19
2076,Plant,Plants,,Scabiosa,comosa,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Scabiosa,comosa,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Scabiosa,comosa,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,56
2076,Plant,Plants,,Schizonepeta,multifida,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,245
2076,Plant,Plants,,Schizonepeta,multifida,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Schizonepeta,multifida,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,324
2076,Plant,Plants,,Sedum,purpureum,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Sedum,purpureum,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,1
2076,Plant,Plants,,Sedum,purpureum,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,6
2076,Plant,Plants,,Serratula,centauroides,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,384
2076,Plant,Plants,,Serratula,centauroides,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,16
2076,Plant,Plants,,Serratula,centauroides,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,6
2076,Plant,Plants,,Stellaria,chamaejasme,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Stellaria,chamaejasme,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,3
2076,Plant,Plants,,Stellaria,chamaejasme,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Thymus,gobicus,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Thymus,gobicus,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Thymus,gobicus,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,10
2076,Plant,Plants,,Vicia,sp.,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Vicia,sp.,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Vicia,sp.,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Youngia,sp.,Producer,August,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Youngia,sp.,Producer,August,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Youngia,sp.,Producer,August,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,,,Producer,June,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,number flowers,fitness,count,243
2076,Plant,Plants,,,,Producer,June,2005,9,heavy,high,,NA,grazing pressure per ha,523,,number flowers,fitness,count,1802
2076,Plant,Plants,,,,Producer,June,2005,9,light,low,,NA,grazing pressure per ha,185,,number flowers,fitness,count,3087
2076,Plant,Plants,,,,Producer,June,2005,9,light,low,,NA,grazing pressure per ha,185,,richness,diversity,count,23
2076,Plant,Plants,,,,Producer,June,2005,9,heavy,high,,NA,grazing pressure per ha,523,,richness,diversity,count,19
2076,Plant,Plants,,,,Producer,June,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,richness,diversity,count,12
2076,Plant,Plants,,Adenophora,stenthi,Producer,June,2005,9,light,low,,NA,standard sheep unit,185,,abundance,abundance,count,3
2076,Plant,Plants,,Adenophora,stenthi,Producer,June,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Adenophora,stenthi,Producer,June,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Allium,anisopodium,Producer,June,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,7
2076,Plant,Plants,,Allium,anisopodium,Producer,June,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,185
2076,Plant,Plants,,Allium,anisopodium,Producer,June,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Allium,odorum,Producer,June,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Allium,odorum,Producer,June,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Allium,odorum,Producer,June,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Allium,senescens,Producer,June,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,40
2076,Plant,Plants,,Allium,senescens,Producer,June,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,5
2076,Plant,Plants,,Allium,senescens,Producer,June,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Amaranthaceae,sp.,Producer,June,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Amaranthaceae,sp.,Producer,June,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,113
2076,Plant,Plants,,Amaranthaceae,sp.,Producer,June,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,85
2076,Plant,Plants,,Asparagus,dahuricus,Producer,June,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,2
2076,Plant,Plants,,Asparagus,dahuricus,Producer,June,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Asparagus,dahuricus,Producer,June,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,3
2076,Plant,Plants,,Astragalus,sp.,Producer,June,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Astragalus,sp.,Producer,June,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Astragalus,sp.,Producer,June,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Bupleurum,bicaule,Producer,June,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Bupleurum,bicaule,Producer,June,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Bupleurum,bicaule,Producer,June,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,0
2076,Plant,Plants,,Caraga,leucophylla,Producer,June,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Caraga,leucophylla,Producer,June,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,2
2076,Plant,Plants,,Caraga,leucophylla,Producer,June,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
2076,Plant,Plants,,Caraga,microphylla,Producer,June,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,250
2076,Plant,Plants,,Caraga,microphylla,Producer,June,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,2
2076,Plant,Plants,,Caraga,microphylla,Producer,June,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,16
2076,Plant,Plants,,Clematis,hexapetala,Producer,June,2005,9,heavy,high,,NA,grazing pressure per ha,523,,abundance,abundance,count,0
2076,Plant,Plants,,Clematis,hexapetala,Producer,June,2005,9,light,low,,NA,grazing pressure per ha,185,,abundance,abundance,count,21
2076,Plant,Plants,,Clematis,hexapetala,Producer,June,2005,9,intermediate,medium,,NA,grazing pressure per ha,411,,abundance,abundance,count,0
