uniqueID,Title,Authors,Source Title,Publication Year,investigator,exclude,reason,grazer.spp,grazer.status,contrast,grazing.legacy,grazing.timeframe,lat,lon,elevation,country,n.sites,survey.technique,Plants,Soil.microbia,Annelida,Arthropoda,Amphibia,Reptilia,Aves,Mammalia
118,The effects of grazing and fire on vegetation and the vertebrate assemblage in a tropical savanna woodland in north-eastern Australia,"Kutt, Alex. S.; Woinarski, John C. Z.",JOURNAL OF TROPICAL ECOLOGY,2007,,,,,,,,,,,,,,,,,,,,,,
119,Effect of grazing on community structure and productivity of a Uruguayan grassland,"Altesor, A; Oesterheld, M; Leoni, E; Lezama, F; Rodriguez, C",PLANT ECOLOGY,2005,,,,,,,,,,,,,,,,,,,,,,
120,"HISTORIC VEGETATION CHANGE, MESQUITE INCREASES, AND CLIMATE IN SOUTHEASTERN ARIZONA","BAHRE, CJ; SHELTON, ML",JOURNAL OF BIOGEOGRAPHY,1993,,,,,,,,,,,,,,,,,,,,,,
121,Impact of herbivores on nitrogen cycling: contrasting effects of small and large species,"Bakker, ES; Olff, H; Boekhoff, M; Gleichman, JM; Berendse, F",OECOLOGIA,2004,,,,,,,,,,,,,,,,,,,,,,
122,The benefits of extensive agriculture to birds: the case of the little bustard,"Wolff, A; Paul, JP; Martin, JL; Bretagnolle, V",JOURNAL OF APPLIED ECOLOGY,2001,,,,,,,,,,,,,,,,,,,,,,
123,A dynamic simulation model of land-use changes in Sudano-sahelian countries of Africa (SALU),"Stephenne, N; Lambin, EF",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2001,,,,,,,,,,,,,,,,,,,,,,
124,Predator-induced changes of bacterial size-structure and productivity studied on an experimental microbial community,"Posch, T; Simek, K; Vrba, J; Pernthaler, S; Nedoma, J; Sattler, B; Sonntag, B; Psenner, R",AQUATIC MICROBIAL ECOLOGY,1999,,,,,,,,,,,,,,,,,,,,,,
125,GRAZING IN REMNANT WOODLAND VEGETATION - CHANGES IN SPECIES COMPOSITION AND LIFE FORM GROUPS,"PETTIT, NE; FROEND, RH; LADD, PG",JOURNAL OF VEGETATION SCIENCE,1995,,,,,,,,,,,,,,,,,,,,,,
126,Ruminant diversification as an adaptation to the physicomechanical characteristics of forage. A reevaluation of an old debate and a new hypothesis,"Clauss, M; Lechner-Doll, M; Streich, WJ",OIKOS,2003,,,,,,,,,,,,,,,,,,,,,,
127,A resampling approach for evaluating effects of pasture abandonment on subalpine plant species diversity,"Dullinger, S; Dirnbock, T; Greimler, J; Grabherr, G",JOURNAL OF VEGETATION SCIENCE,2003,,,,,,,,,,,,,,,,,,,,,,
128,"The response of epigeal beetles (Col: Carabidae, Staphylinidae) to varied grazing regimes on upland Nardus stricta grasslands","Dennis, P; Young, MR; Howard, CL; Gordon, IJ",JOURNAL OF APPLIED ECOLOGY,1997,,,,,,,,,,,,,,,,,,,,,,
129,DENITRIFICATION IN A TALLGRASS PRAIRIE LANDSCAPE,"GROFFMAN, PM; RICE, CW; TIEDJE, JM",ECOLOGY,1993,,,,,,,,,,,,,,,,,,,,,,
130,"Effects of aboveground grazing on coupling among nitrifier activity, abundance and community structure","Le Roux, Xavier; Poly, Franck; Currey, Pauline; Commeaux, Claire; Hai, Brigitte; Nicol, Graeme W.; Prosser, James I.; Schloter, Michael; Attard, Eleonore; Klumpp, Katja",ISME JOURNAL,2008,,,,,,,,,,,,,,,,,,,,,,
131,Associational effects of plant defences in relation to within- and between-patch food choice by a mammalian herbivore: neighbour contrast susceptibility and defence,"Bergvall, UA; Rautio, P; Kesti, K; Tuomi, J; Leimar, O",OECOLOGIA,2006,,,,,,,,,,,,,,,,,,,,,,
132,"Fluvial disturbance patches and cottonwood recruitment along the upper Missouri River, Montana","Auble, GT; Scott, ML",WETLANDS,1998,,,,,,,,,,,,,,,,,,,,,,
133,Seasonal dynamics of Mediterranean pasture seed banks along environmental gradients,"Ortega, M; Levassor, C; Peco, B",JOURNAL OF BIOGEOGRAPHY,1997,,,,,,,,,,,,,,,,,,,,,,
134,THE RELATIONSHIP BETWEEN SHADE AND MOLLUSCAN GRAZING IN STRUCTURING COMMUNITIES ON A MODERATELY-EXPOSED TROPICAL ROCKY SHORE,"WILLIAMS, GA",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,1994,,,,,,,,,,,,,,,,,,,,,,
135,Timescale of perennial grass recovery in desertified arid grasslands following livestock removal,"Valone, TJ; Meyer, M; Brown, JH; Chew, RM",CONSERVATION BIOLOGY,2002,,,,,,,,,,,,,,,,,,,,,,
136,SPECIES-DIVERSITY PATTERNS IN MEDITERRANEAN GRASSLANDS,"MONTALVO, J; CASADO, MA; LEVASSOR, C; PINEDA, FD",JOURNAL OF VEGETATION SCIENCE,1993,,,,,,,,,,,,,,,,,,,,,,
137,Conflicts between traditional pastoralism and conservation of Himalayan ibex (Capra sibirica) in the Trans-Himalayan mountains,"Bagchi, S; Mishra, C; Bhatnagar, YV",ANIMAL CONSERVATION,2004,,,,,,,,,,,,,,,,,,,,,,
138,Endophyte-grass-herbivore interactions: the case of Neotyphodium endophytes in Arizona fescue populations,"Saikkonen, K; Helander, M; Faeth, SH; Schulthess, F; Wilson, D",OECOLOGIA,1999,,,,,,,,,,,,,,,,,,,,,,
139,SELECTIVE HERBIVORE INCREASES BIOMASS OF ITS PREY - A CHITON-CORALLINE REEF-BUILDING ASSOCIATION,"LITTLER, MM; LITTLER, DS; TAYLOR, PR",ECOLOGY,1995,,,,,,,,,,,,,,,,,,,,,,
140,DEMOGRAPHY OF CIRSIUM-VULGARE IN A GRAZING EXPERIMENT,"BULLOCK, JM; HILL, BC; SILVERTOWN, J",JOURNAL OF ECOLOGY,1994,,,,,,,,,,,,,,,,,,,,,,
141,Interaction of historical and nonhistorical disturbances maintains native plant communities,"Davies, K. W.; Svejcar, T. J.; Bates, J. D.",ECOLOGICAL APPLICATIONS,2009,,,,,,,,,,,,,,,,,,,,,,
142,The effects of livestock grazing on foliar arthropods associated with bird diet in upland grasslands of Scotland,"Dennis, Peter; Skartveit, John; McCracken, David I.; Pakeman, Robin J.; Beaton, Katy; Kunaver, Anja; Evans, Darren M.",JOURNAL OF APPLIED ECOLOGY,2008,,,,,,,,,,,,,,,,,,,,,,
143,"Effects of temperature and soil water-content on soil respiration of grazed and ungrazed Leymus chinensis steppes, Inner Mongolia","Jia, B.; Zhou, G.; Wang, Y.; Wang, F.; Wang, X.",JOURNAL OF ARID ENVIRONMENTS,2006,,,,,,,,,,,,,,,,,,,,,,
144,SPATIAL AND TEMPORAL PATTERNS IN THE EMERGENCE AND SURVIVAL OF SEEDLINGS IN ARID KAROO SHRUBLAND,"MILTON, SJ",JOURNAL OF APPLIED ECOLOGY,1995,,,,,,,,,,,,,,,,,,,,,,
145,DIFFERENCES IN RIPARIAN VEGETATION STRUCTURE BETWEEN GRAZED AREAS AND EXCLOSURES,"SCHULZ, TT; LEININGER, WC",JOURNAL OF RANGE MANAGEMENT,1990,,,,,,,,,,,,,,,,,,,,,,
146,Below-ground biomass and productivity of a grazed site and a neighbouring ungrazed exclosure in a grassland in central Argentina,"Pucheta, E; Bonamici, I; Cabido, M; Diaz, S",AUSTRAL ECOLOGY,2004,,,,,,,,,,,,,,,,,,,,,,
147,Relationships between biomass and plant species richness in arid-zone grazing lands,"Oba, G; Vetaas, OR; Stenseth, NC",JOURNAL OF APPLIED ECOLOGY,2001,,,,,,,,,,,,,,,,,,,,,,
148,Shrub facilitation of Quercus humilis regeneration in succession on calcareous grasslands,"Rousset, O; Lepart, J",JOURNAL OF VEGETATION SCIENCE,1999,,,,,,,,,,,,,,,,,,,,,,
149,Effects of stock grazing on the ground invertebrate fauna of woodland remnants,"Bromham, L; Cardillo, M; Bennett, AF; Elgar, MA",AUSTRALIAN JOURNAL OF ECOLOGY,1999,,,,,,,,,,,,,,,,,,,,,,
150,The functional relationship between feeding type and jaw and cranial morphology in ungulates,"Perez-Barberia, FJ; Gordon, IJ",OECOLOGIA,1999,,,,,,,,,,,,,,,,,,,,,,
151,Influence of historic sheep grazing on vegetation and soil properties of a Desert Steppe in Inner Mongolia,"Li, Chunli; Hao, Xiying; Zhao, Mengli; Han, Guodong; Willms, Walter D.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2008,,,,,,,,,,,,,,,,,,,,,,
152,Multiple effects of shrubs on annual plant communities in arid lands of South Australia,"Facelli, JM; Temby, AM",AUSTRAL ECOLOGY,2002,,,,,,,,,,,,,,,,,,,,,,
153,"Floristic composition, biomass, and aboveground net plant production in grazed and protected sites in a mountain grassland of central Argentina","Pucheta, E; Cabido, M; Diaz, S; Funes, G",ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,1998,,,,,,,,,,,,,,,,,,,,,,
154,SIMULATED EFFECTS OF GRAZING ON SOIL-NITROGEN AND MINERALIZATION IN CONTRASTING SERENGETI GRASSLANDS,"SEAGLE, SW; MCNAUGHTON, SJ; RUESS, RW",ECOLOGY,1992,,,,,,,,,,,,,,,,,,,,,,
155,Plankton biodiversity along a gradient of productivity and its mediation by macrophytes,"Declerck, S.; Vanderstukken, M.; Pals, A.; Muylaert, K.; de Meester, L.",ECOLOGY,2007,,,,,,,,,,,,,,,,,,,,,,
156,Experimental evidence for herbivore limitation of the treeline,"Speed, James D. M.; Austrheim, Gunnar; Hester, Alison J.; Mysterud, Atle",ECOLOGY,2010,,,,,,,,,,,,,,,,,,,,,,
157,Effects of reindeer browsing on tundra willow and its associated insect herbivores,"Den Herder, M; Virtanen, R; Roininen, H",JOURNAL OF APPLIED ECOLOGY,2004,,,,,,,,,,,,,,,,,,,,,,
158,"Does resource availability, resource heterogeneity or species turnover mediate changes in plant species richness in grazed grasslands?","Bakker, C; Blair, JM; Knapp, AK",OECOLOGIA,2003,,,,,,,,,,,,,,,,,,,,,,
159,Effects of introduction and exclusion of large herbivores on small rodent communities,"Smit, R; Bokdam, J; den Ouden, J; Olff, H; Schot-Opschoor, H; Schrijvers, M",PLANT ECOLOGY,2001,,,,,,,,,,,,,,,,,,,,,,
160,EFFECTS OF REINDEER GRAZING ON UNDERSTOREY VEGETATION IN DRY PINUS-SYLVESTRIS FORESTS,"VARE, H; OHTONEN, R; OKSANEN, J",JOURNAL OF VEGETATION SCIENCE,1995,,,,,,,,,,,,,,,,,,,,,,
161,Effects of grazing on soil seed bank dynamics: An approach with functional groups,"Sternberg, M; Gutman, M; Perevolotsky, A; Kigel, J",JOURNAL OF VEGETATION SCIENCE,2003,,,,,,,,,,,,,,,,,,,,,,
162,Effects of resource competition and herbivory on plant performance along a natural productivity gradient,"Van Der Wal, R; Egas, M; Van Der Veen, A; Bakker, J",JOURNAL OF ECOLOGY,2000,,,,,,,,,,,,,,,,,,,,,,
163,Effect of forty-four years of grazing on fescue grassland soils,"Dormaar, JF; Willms, WD",JOURNAL OF RANGE MANAGEMENT,1998,,,,,,,,,,,,,,,,,,,,,,
164,SOIL SEED BANK OF A SEMIARID TEXAS GRASSLAND UNDER 3 LONG-TERM (36-YEARS) GRAZING REGIMES,"KINUCAN, RJ; SMEINS, FE",AMERICAN MIDLAND NATURALIST,1992,,,,,,,,,,,,,,,,,,,,,,
165,Grazing alters ecosystem functioning and C:N:P stoichiometry of grasslands along a regional precipitation gradient,"Bai, Yongfei; Wu, Jianguo; Clark, Chris M.; Pan, Qingmin; Zhang, Lixia; Chen, Shiping; Wang, Qibing; Han, Xingguo",JOURNAL OF APPLIED ECOLOGY,2012,,,,,,,,,,,,,,,,,,,,,,
166,Crazing and disturbance: an experimental analysis of patchiness in recovery from a severe storm by the intertidal alga Hormosira banksii on rocky shores in New South Wales,"Underwood, AJ",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,1998,,,,,,,,,,,,,,,,,,,,,,
167,Soil nematodes as indicators of the effect of management on grasslands in the New England Tablelands (NSW): comparison of native and improved grasslands,"Yeates, GW; King, KL",PEDOBIOLOGIA,1997,,,,,,,,,,,,,,,,,,,,,,
168,Landscape analysis of plant diversity,"Stohlgren, TJ; Coughenour, MB; Chong, GW; Binkley, D; Kalkhan, MA; Schell, LD; Buckley, DJ; Berry, JK",LANDSCAPE ECOLOGY,1997,,,,,,,,,,,,,,,,,,,,,,
169,Nitrogen and phosphorus cycling in grazed and ungrazed plots in a temperate subhumid grassland in Argentina,"Chaneton, EJ; Lemcoff, JH; Lavado, RS",JOURNAL OF APPLIED ECOLOGY,1996,,,,,,,,,,,,,,,,,,,,,,
170,The effect of grazing abandonment on species composition and functional traits: the case of dehesa grasslands,"Peco, B; de Pablos, I; Traba, J; Levassor, C",BASIC AND APPLIED ECOLOGY,2005,,,,,,,,,,,,,,,,,,,,,,
171,Conservation of European hares Lepus europaeus in Britain: is increasing habitat heterogeneity in farmland the answer?,"Smith, RK; Jennings, NV; Robinson, A; Harris, S",JOURNAL OF APPLIED ECOLOGY,2004,,,,,,,,,,,,,,,,,,,,,,
172,Abiotic stress and herbivory interact to set range limits across a two-dimensional stress gradient,"Harley, CDG",ECOLOGY,2003,,,,,,,,,,,,,,,,,,,,,,
173,LONG-TERM EFFECTS OF EXCLUDING SHEEP FROM HILL PASTURES IN NORTH WALES,"HILL, MO; EVANS, DF; BELL, SA",JOURNAL OF ECOLOGY,1992,,,,,,,,,,,,,,,,,,,,,,
174,Ecosystem changes associated with grazing in subhumid South American grasslands,"Altesor, A.; Pineiro, G.; Lezama, F.; Jackson, R. B.; Sarasola, M.; Paruelo, J. M.",JOURNAL OF VEGETATION SCIENCE,2006,,,,,,,,,,,,,,,,,,,,,,
175,Vegetation trends in tallgrass prairie from bison and cattle grazing,"Towne, EG; Hartnett, DC; Cochran, RC",ECOLOGICAL APPLICATIONS,2005,,,,,,,,,,,,,,,,,,,,,,
176,Grazing management effects on plant species diversity in tallgrass prairie,"Hickman, KR; Hartnett, DC; Cochran, RC; Owensby, CE",JOURNAL OF RANGE MANAGEMENT,2004,,,,,,,,,,,,,,,,,,,,,,
177,Feedback dynamics of grazing lawns: coupling vegetation change with animal growth,"Person, BT; Herzog, MP; Ruess, RW; Sedinger, JS; Anthony, RM; Babcock, CA",OECOLOGIA,2003,,,,,,,,,,,,,,,,,,,,,,
178,Nutrient balances and expected effects of alternative practices in farming systems of Uganda,"Wortmann, CS; Kaizzi, CK",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,1998,,,,,,,,,,,,,,,,,,,,,,
179,Rehabilitation of semiarid landscapes in Australia .2. Restoring vegetation patches,"Ludwig, JA; Tongway, DJ",RESTORATION ECOLOGY,1996,,,,,,,,,,,,,,,,,,,,,,
180,Assessing grassland restoration success: relative roles of seed additions and native ungulate activities,"Martin, Leanne M.; Wilsey, Brian J.",JOURNAL OF APPLIED ECOLOGY,2006,,,,,,,,,,,,,,,,,,,,,,
181,Indirect effects of an introduced ungulate on pollination and plant reproduction,"Vazquez, DP; Simberloff, D",ECOLOGICAL MONOGRAPHS,2004,,,,,,,,,,,,,,,,,,,,,,
182,Spatial and temporal patterns of exotic shrub invasion in an Australian tropical grassland,"Brown, JR; Carter, J",LANDSCAPE ECOLOGY,1998,,,,,,,,,,,,,,,,,,,,,,
183,Habitat and avifaunal recovery from livestock grazing in a riparian meadow system of the northwestern Great Basin,"Dobkin, DS; Rich, AC; Pyle, WH",CONSERVATION BIOLOGY,1998,,,,,,,,,,,,,,,,,,,,,,
184,The feeding habits of wolves in relation to large prey availability in northern Italy,"Meriggi, A; Brangi, A; Matteucci, C; Sacchi, O",ECOGRAPHY,1996,,,,,,,,,,,,,,,,,,,,,,
185,Landscape-level vegetation recovery from herbivory: progress after four decades of invasive red deer control,"Tanentzap, Andrew J.; Burrows, Larry E.; Lee, William G.; Nugent, Graham; Maxwell, Jane M.; Coomes, David A.",JOURNAL OF APPLIED ECOLOGY,2009,,,,,,,,,,,,,,,,,,,,,,
186,No evidence for environmental and spatial processes in structuring phytoplankton communities,"Nabout, Joao C.; Siqueira, Tadeu; Bini, Luis M.; Nogueira, Ina de S.",ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,2009,,,,,,,,,,,,,,,,,,,,,,
187,"Fire, fuels and restoration of ponderosa pine-Douglas fir forests in the Rocky Mountains, USA","Baker, William L.; Veblen, Thomas T.; Sherriff, Rosemary L.",JOURNAL OF BIOGEOGRAPHY,2007,,,,,,,,,,,,,,,,,,,,,,
188,Is landscape context important for riparian conservation? Birds in grassy woodland,"Martin, TG; McIntyre, S; Catterall, CP; Possingham, HP",BIOLOGICAL CONSERVATION,2006,,,,,,,,,,,,,,,,,,,,,,
189,"Effects of grazing on above-ground biomass on a mountain snowbed, NW Finland","Virtanen, R",OIKOS,2000,,,,,,,,,,,,,,,,,,,,,,
190,Scaling effects of grazing in a semi-arid grassland,"Fuhlendorf, SD; Smeins, FE",JOURNAL OF VEGETATION SCIENCE,1999,,,,,,,,,,,,,,,,,,,,,,
191,"Origin, Persistence, and Resolution of the Rotational Grazing Debate: Integrating Human Dimensions Into Rangeland Research","Briske, D. D.; Sayre, Nathan F.; Huntsinger, L.; Fernandez-Gimenez, M.; Budd, B.; Derner, J. D.",RANGELAND ECOLOGY & MANAGEMENT,2011,,,,,,,,,,,,,,,,,,,,,,
192,Disentangling the effects of climate and people on Sahel vegetation dynamics,"Seaquist, J. W.; Hickler, T.; Eklundh, L.; Ardo, J.; Heumann, B. W.",BIOGEOSCIENCES,2009,,,,,,,,,,,,,,,,,,,,,,
193,"The relative importance of nutrient enrichment and herbivory on macroalgal communities near Norman's Pond Cay, Exumas Cays, Bahamas: a natural enrichment experiment","Lapointe, BE; Barile, PJ; Yentsch, CS; Littler, MM; Littler, DS; Kakuk, B",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2004,,,,,,,,,,,,,,,,,,,,,,
194,Impact of cattle on soil physical properties and nutrient concentrations in overland flow from pasture in Ireland,"Kurz, I; O'Reilly, CD; Tunney, H",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2006,,,,,,,,,,,,,,,,,,,,,,
195,"Effects of fire, grazing and topographic variation on vegetation structure in tallgrass prairie","Collins, Scott L.; Calabrese, Laura B.",JOURNAL OF VEGETATION SCIENCE,2012,,,,,,,,,,,,,,,,,,,,,,
196,European Bison habitat in the Carpathian Mountains,"Kuemmerle, Tobias; Perzanowski, Kajetan; Chaskovskyy, Oleh; Ostapowicz, Katarzyna; Halada, Lubos; Bashta, Andriy-Taras; Kruhlov, Ivan; Hostert, Patrick; Waller, Donald M.; Radeloff, Volker C.",BIOLOGICAL CONSERVATION,2010,,,,,,,,,,,,,,,,,,,,,,
197,Large herbivores suppress decomposer abundance in a semiarid grazing ecosystem,"Sankaran, M; Augustine, DJ",ECOLOGY,2004,,,,,,,,,,,,,,,,,,,,,,
198,Effects of seed additions and grazing history on diversity and productivity of subhumid grasslands,"Wilsey, BJ; Polley, HW",ECOLOGY,2003,,,,,,,,,,,,,,,,,,,,,,
199,Plant responses to fertilization and exclusion of grazers on an arctic tundra heath,"Grellmann, D",OIKOS,2002,,,,,,,,,,,,,,,,,,,,,,
200,"PLANT COMPETITION, ABIOTIC, AND LONG-TERM AND SHORT-TERM EFFECTS OF LARGE HERBIVORES ON DEMOGRAPHY OF OPPORTUNISTIC SPECIES IN A SEMIARID GRASSLAND","MILCHUNAS, DG; LAUENROTH, WK; CHAPMAN, PL",OECOLOGIA,1992,,,,,,,,,,,,,,,,,,,,,,
201,BIOMASS AND NITROGEN RESPONSES TO GRAZING OF UPLAND STEPPE ON YELLOWSTONE NORTHERN WINTER RANGE,"COUGHENOUR, MB",JOURNAL OF APPLIED ECOLOGY,1991,,,,,,,,,,,,,,,,,,,,,,
202,"To graze or not to graze? Sheep, voles, forestry and nature conservation in the British uplands","Evans, DM; Redpath, SM; Elston, DA; Evans, SA; Mitchell, RJ; Dennis, P",JOURNAL OF APPLIED ECOLOGY,2006,,,,,,,,,,,,,,,,,,,,,,
203,The environmental control of plant species density on a Himalayan elevation gradient,"Carpenter, C",JOURNAL OF BIOGEOGRAPHY,2005,,,,,,,,,,,,,,,,,,,,,,
204,Differing effects of cattle grazing on native and alien plants,"Kimball, S; Schiffman, PM",CONSERVATION BIOLOGY,2003,,,,,,,,,,,,,,,,,,,,,,
205,Use of sheep grazing in the restoration of semi-natural meadows in northern Finland,"Hellstrom, K; Huhta, AP; Rautio, P; Tuomi, J; Oksanen, J; Kari, L",APPLIED VEGETATION SCIENCE,2003,,,,,,,,,,,,,,,,,,,,,,
206,The relationship between species density and community biomass in grazed and ungrazed coastal meadows,"Grace, JB; Jutila, H",OIKOS,1999,,,,,,,,,,,,,,,,,,,,,,
207,"Axillary bud banks of two semiarid perennial grasses: Occurrence, longevity, and contribution to population persistance","Hendrickson, JR; Briske, DD",OECOLOGIA,1997,,,,,,,,,,,,,,,,,,,,,,
208,"Lemming grazing and structure of a snowbed plant community - A long-term experiment at Kilpisjarvi, Finnish Lapland","Virtanen, R; Henttonen, H; Laine, K",OIKOS,1997,,,,,,,,,,,,,,,,,,,,,,
209,Livestock grazing and conservation on southwestern rangelands,"Brown, JH; Mcdonald, W",CONSERVATION BIOLOGY,1995,,,,,,,,,,,,,,,,,,,,,,
210,Control effort exacerbates invasive-species problem,"Rinella, Matthew J.; Maxwell, Bruce D.; Fay, Peter K.; Weaver, Theodore; Sheley, Roger L.",ECOLOGICAL APPLICATIONS,2009,,,,,,,,,,,,,,,,,,,,,,
211,Low impact of climate change on subalpine grasslands in the Swiss Northern Alps,"Vittoz, Pascal; Randin, Christophe; Dutoit, Annelise; Bonnet, Francois; Hegg, Otto",GLOBAL CHANGE BIOLOGY,2009,,,,,,,,,,,,,,,,,,,,,,
212,Recommendations for integrating restoration ecology and conservation biology in ponderosa pine forests of the southwestern United States,"Noss, RF; Beier, P; Covington, WW; Grumbine, RE; Lindenmayer, DB; Prather, JW; Schmiegelow, F; Sisk, TD; Vosick, DJ",RESTORATION ECOLOGY,2006,,,,,,,,,,,,,,,,,,,,,,
213,"The effect of reindeer grazing on decomposition, mineralization and soil biota in a dry oligotrophic Scots pine forest","Stark, S; Wardle, DA; Ohtonen, R; Helle, T; Yeates, GW",OIKOS,2000,,,,,,,,,,,,,,,,,,,,,,
214,"Reproductive significance of feeding on saprobic and arbuscular mycorrhizal fungi by the collembolan, Folsomia candida","Klironomos, JN; Bednarczuk, EM; Neville, J",FUNCTIONAL ECOLOGY,1999,,,,,,,,,,,,,,,,,,,,,,
215,Biodiversity in agricultural landscapes: the ground beetle communities of woody uncultivated habitats,"Petit, S; Usher, MB",BIODIVERSITY AND CONSERVATION,1998,,,,,,,,,,,,,,,,,,,,,,
216,"FORAGE QUALITY IN RELATION TO LONG-TERM GRAZING HISTORY, CURRENT-YEAR DEFOLIATION, AND WATER-RESOURCE","MILCHUNAS, DG; VARNAMKHASTI, AS; LAUENROTH, WK; GOETZ, H",OECOLOGIA,1995,,,,,,,,,,,,,,,,,,,,,,
217,"TILLER DYNAMICS OF 2 GRASSES - RESPONSES TO GRAZING, DENSITY AND WEATHER","BULLOCK, JM; HILL, BC; SILVERTOWN, J",JOURNAL OF ECOLOGY,1994,,,,,,,,,,,,,,,,,,,,,,
218,DIFFERENCES BETWEEN INVERTEBRATE FAUNAS OF GRAZED AND UNGRAZED CHALK GRASSLAND .I. RESPONSES OF SOME PHYTOPHAGOUS INSECTS TO CESSATION OF GRAZING,"MORRIS, MG",JOURNAL OF APPLIED ECOLOGY,1967,,,,,,,,,,,,,,,,,,,,,,
219,Managing supplementary feeding for avian scavengers: Guidelines for optimal design using ecological criteria,"Cortes-Avizanda, Ainara; Carrete, Martina; Antonio Donazar, Jose",BIOLOGICAL CONSERVATION,2010,,,,,,,,,,,,,,,,,,,,,,
220,THE EFFECTS OF GRAZING ON LOCAL COLONIZATION AND EXTINCTION DURING EARLY SUCCESSION,"GIBSON, CWD; BROWN, VK",JOURNAL OF VEGETATION SCIENCE,1991,,,,,,,,,,,,,,,,,,,,,,
221,VEGETATION CHANGE AFTER 13 YEARS OF LIVESTOCK GRAZING EXCLUSION ON SAGEBRUSH SEMIDESERT IN WEST CENTRAL UTAH,"WEST, NE; PROVENZA, FD; JOHNSON, PS; OWENS, MK",JOURNAL OF RANGE MANAGEMENT,1984,,,,,,,,,,,,,,,,,,,,,,
222,Outcomes of fungal interactions are determined by soil invertebrate grazers,"Crowther, Thomas W.; Boddy, Lynne; Jones, T. Hefin",ECOLOGY LETTERS,2011,,,,,,,,,,,,,,,,,,,,,,
223,Fluxes of CO2 from grazed and ungrazed tallgrass prairie,"Owensby, CE; Ham, JM; Auen, LM",RANGELAND ECOLOGY & MANAGEMENT,2006,,,,,,,,,,,,,,,,,,,,,,
224,The effects of controlled sheep grazing on the dynamics of upland Agrostis-Festuca grassland,"Hulme, PD; Pakeman, RJ; Torvell, L; Fisher, JM; Gordon, IJ",JOURNAL OF APPLIED ECOLOGY,1999,,,,,,,,,,,,,,,,,,,,,,
